product_id,product_name,category,subcategory,brand,base_price,supplier,is_active,valid_from
1209,HarperCollins Science Worker,Books,Science,HarperCollins,495.05,"Hill, Maxwell and Rodriguez",0,2023-05-27
1210,Lenovo Gaming Consoles Agree,Electronics,Gaming Consoles,Lenovo,904.83,"Jensen, Obrien and Salazar",1,2024-04-11
1211,Apple Smartphones Each,Electronics,Smartphones,Apple,65.45,Mcdaniel LLC,0,2023-03-06
1212,IKEA Bedding Rise,Home & Kitchen,Bedding,IKEA,573.26,Anderson-Mathis,1,2024-01-03
1213,Wayfair Bedding Seem,Home & Kitchen,Bedding,Wayfair,525.62,"Brooks, Christian and Henry",1,2023-04-20
1214,Under Armour Shoes Common,Clothing,Shoes,Under Armour,331.45,Perez Group,1,2024-08-19
1215,Dove Personal Care Administration,Beauty,Personal Care,Dove,416.13,Clements-Walker,1,2024-06-08
1216,Wayfair Cookware Degree,Home & Kitchen,Cookware,Wayfair,823.63,Jones Group,0,2024-11-07
1217,Macmillan Non-fiction Practice,Books,Non-fiction,Macmillan,241.87,Watts-Delacruz,1,2024-11-23
1218,Maybelline Skincare Employee,Beauty,Skincare,Maybelline,28.45,Sullivan-Williams,1,2024-07-28
1219,LG Smartphones Thank,Electronics,Smartphones,LG,791.63,Cortez-Long,1,2025-01-02
1220,Nike Equipment Situation,Sports,Equipment,Nike,892.18,"Wheeler, Fox and Liu",0,2024-09-06
1221,KitchenAid Bedding American,Home & Kitchen,Bedding,KitchenAid,243.72,"Rodriguez, Bryant and Rich",1,2024-11-15
1222,New Balance Nutrition Else,Sports,Nutrition,New Balance,943.54,"Medina, Terrell and Williams",1,2023-10-31
1223,Dove Haircare Name,Beauty,Haircare,Dove,105.64,"Estes, Lee and Gonzales",0,2024-11-20
1224,Reebok Equipment Fly,Sports,Equipment,Reebok,169.0,Murray-Henderson,0,2024-04-24
1225,Estee Lauder Skincare Wide,Beauty,Skincare,Estee Lauder,394.77,Vaughn and Sons,0,2023-12-30
1226,Estee Lauder Skincare Themselves,Beauty,Skincare,Estee Lauder,376.79,"Hayes, Sharp and Wilson",1,2024-08-30
1227,HarperCollins Children Pay,Books,Children,HarperCollins,796.73,"Payne, Long and Morris",1,2023-01-23
1228,Adidas Nutrition Country,Sports,Nutrition,Adidas,612.68,Garza-Marquez,1,2023-06-09
1229,MAC Fragrances Us,Beauty,Fragrances,MAC,260.48,Davis-Nguyen,1,2024-05-21
1230,Levi's Sweaters What,Clothing,Sweaters,Levi's,789.66,"Hogan, Higgins and Martinez",1,2023-04-02
1231,Under Armour Jackets Seat,Clothing,Jackets,Under Armour,192.6,Walters-Miller,1,2024-07-06
1232,Under Armour Equipment If,Sports,Equipment,Under Armour,548.99,"Moody, Hunt and Herring",0,2023-10-25
1233,Dell Smartwatches Oil,Electronics,Smartwatches,Dell,185.05,Williams-Jackson,0,2023-09-21
1234,Dove Personal Care Others,Beauty,Personal Care,Dove,258.47,"Huffman, Martin and Thomas",1,2024-08-23
1235,Simon & Schuster Science Seem,Books,Science,Simon & Schuster,622.5,Barnes LLC,1,2024-07-24
1236,Reebok Footwear Specific,Sports,Footwear,Reebok,752.76,Roberts-White,1,2024-12-01
1237,Reebok Apparel Catch,Sports,Apparel,Reebok,199.24,Smith LLC,0,2023-01-13
1238,Uniqlo Jackets Low,Clothing,Jackets,Uniqlo,968.66,Foley-Stephens,1,2023-01-08
1239,Uniqlo Activewear Political,Clothing,Activewear,Uniqlo,577.56,Young-Chapman,0,2024-01-08
1240,Estee Lauder Makeup Long,Beauty,Makeup,Estee Lauder,646.66,Ramos-Burke,0,2023-01-09
1241,IKEA Bedding Election,Home & Kitchen,Bedding,IKEA,852.61,"Ramirez, Fuller and Wilkins",0,2023-06-14
1242,Random House Technology Appear,Books,Technology,Random House,727.15,Hernandez Ltd,0,2023-10-02
1243,HarperCollins Science Although,Books,Science,HarperCollins,336.82,Nash Ltd,0,2024-03-28
1244,Lenovo Smartwatches This,Electronics,Smartwatches,Lenovo,184.16,"Evans, Knapp and Williams",1,2023-11-23
1245,Macmillan Business Could,Books,Business,Macmillan,937.36,Powers PLC,1,2024-05-31
1246,Penguin Fiction Role,Books,Fiction,Penguin,608.13,"Larson, Cobb and Thompson",1,2023-12-23
1247,Random House Children So,Books,Children,Random House,972.68,"Ward, Johnson and Mack",0,2023-09-11
1248,Asus Cameras Home,Electronics,Cameras,Asus,99.3,Wilkins-Chang,1,2024-10-20
1249,Under Armour Jackets Oil,Clothing,Jackets,Under Armour,818.14,Carter and Sons,1,2023-04-08
1250,Penguin Business Run,Books,Business,Penguin,447.25,Murphy-Gutierrez,0,2023-06-15
1251,Under Armour Equipment Safe,Sports,Equipment,Under Armour,80.16,Salazar Inc,0,2024-03-22
1252,LG Headphones Show,Electronics,Headphones,LG,922.82,"Rice, Miller and Ramsey",1,2024-04-17
1253,Apple Smartwatches World,Electronics,Smartwatches,Apple,174.53,"Mitchell, Lynch and Stewart",0,2024-02-16
1254,Reebok Nutrition Paper,Sports,Nutrition,Reebok,427.32,"Gomez, Anderson and Hart",1,2024-02-11
1255,Adidas Accessories Shoulder,Sports,Accessories,Adidas,139.63,"Jimenez, Morton and Stephenson",0,2023-07-03
1256,Random House Fiction Section,Books,Fiction,Random House,516.3,Krause-Smith,0,2023-01-22
1257,MAC Fragrances Make,Beauty,Fragrances,MAC,122.77,"Robles, Mclaughlin and Clark",0,2024-04-25
1258,Maybelline Skincare Join,Beauty,Skincare,Maybelline,718.59,Williams-Bailey,0,2024-09-21
1259,Puma Accessories Public,Sports,Accessories,Puma,289.16,Smith and Sons,0,2024-06-22
1260,HomeDepot Decor Father,Home & Kitchen,Decor,HomeDepot,454.46,Tyler-Parker,0,2024-02-01
1261,L'Oreal Personal Care Oil,Beauty,Personal Care,L'Oreal,199.08,Wang-Wilson,0,2023-09-19
1262,Nivea Fragrances Growth,Beauty,Fragrances,Nivea,193.69,Ramsey-Gilbert,0,2023-01-26
1263,Cuisinart Furniture There,Home & Kitchen,Furniture,Cuisinart,758.07,Lee LLC,0,2024-12-20
1264,Macmillan Fiction Remember,Books,Fiction,Macmillan,713.1,Hendricks-Robles,1,2024-05-19
1265,L'Oreal Personal Care Century,Beauty,Personal Care,L'Oreal,167.65,Moore-Murray,1,2024-11-06
1266,New Balance Nutrition Not,Sports,Nutrition,New Balance,465.76,Ford-Olsen,1,2024-12-24
1267,Nivea Skincare Situation,Beauty,Skincare,Nivea,721.49,Conley LLC,1,2024-03-17
1268,Ninja Furniture Share,Home & Kitchen,Furniture,Ninja,441.22,"Stewart, Herrera and Clark",0,2024-06-19
1269,Wayfair Furniture Glass,Home & Kitchen,Furniture,Wayfair,471.78,Jones-Hernandez,0,2024-10-18
1270,Under Armour Nutrition Allow,Sports,Nutrition,Under Armour,915.68,Terrell-Sims,0,2024-10-19
1271,Lenovo Gaming Consoles Company,Electronics,Gaming Consoles,Lenovo,77.01,"Obrien, Lopez and Wilson",0,2024-09-02
1272,LG Headphones Society,Electronics,Headphones,LG,238.17,Thornton-Edwards,1,2023-01-28
1273,New Balance Nutrition Expert,Sports,Nutrition,New Balance,547.84,Miller-Wiley,0,2023-10-19
1274,MAC Makeup Live,Beauty,Makeup,MAC,86.54,Robinson-Turner,1,2023-04-01
1275,Nivea Haircare House,Beauty,Haircare,Nivea,415.0,Strickland Inc,1,2023-12-14
1276,MAC Haircare Move,Beauty,Haircare,MAC,585.87,Lloyd PLC,1,2023-05-03
1277,Simon & Schuster Business Customer,Books,Business,Simon & Schuster,859.86,Mclean-Oconnor,1,2024-02-14
1278,Random House Children Force,Books,Children,Random House,347.22,Thomas-Wiggins,0,2024-10-03
1279,MAC Haircare Writer,Beauty,Haircare,MAC,871.85,"Rhodes, Anderson and Hardy",1,2023-12-26
1280,L'Oreal Fragrances Impact,Beauty,Fragrances,L'Oreal,534.95,"Hancock, Wilson and Collins",0,2023-02-07
1281,Nike Accessories Right,Sports,Accessories,Nike,103.22,"Wiggins, Cook and Small",0,2023-03-25
1282,LG Tablets Near,Electronics,Tablets,LG,876.52,"Reese, Johnson and Blake",0,2024-05-14
1283,New Balance Nutrition Wait,Sports,Nutrition,New Balance,538.92,Flores and Sons,1,2023-08-14
1284,Ninja Storage Factor,Home & Kitchen,Storage,Ninja,758.01,"Flores, Alexander and Wilson",0,2023-04-29
1285,HarperCollins Children Coach,Books,Children,HarperCollins,364.87,Wilson-Mullen,0,2024-03-13
1286,HarperCollins Fiction My,Books,Fiction,HarperCollins,227.32,Clark LLC,1,2024-03-05
1287,Apple Headphones From,Electronics,Headphones,Apple,636.82,Thomas-Bush,1,2023-08-12
1288,Nike Footwear Painting,Sports,Footwear,Nike,324.58,Jackson LLC,1,2024-04-24
1289,Uniqlo Activewear Wait,Clothing,Activewear,Uniqlo,241.16,Fernandez-Williams,1,2023-01-26
1290,Under Armour Jeans Market,Clothing,Jeans,Under Armour,161.28,"Williams, Reyes and Miller",1,2023-11-04
1291,HarperCollins Children Country,Books,Children,HarperCollins,928.96,"Carlson, Watkins and Huff",0,2024-06-30
1292,Nivea Personal Care Like,Beauty,Personal Care,Nivea,108.11,"Kelly, Cook and Gonzalez",1,2024-08-15
1293,H&M Activewear Religious,Clothing,Activewear,H&M,914.53,"Miller, Livingston and Duran",0,2024-03-20
1294,Ninja Bedding Catch,Home & Kitchen,Bedding,Ninja,671.64,Hess Ltd,0,2024-01-02
1295,Cuisinart Decor Bill,Home & Kitchen,Decor,Cuisinart,781.05,Collins-Newman,0,2024-08-21
1296,Under Armour Activewear Make,Clothing,Activewear,Under Armour,902.85,Hall-Walker,1,2024-11-02
1297,Asus Tablets War,Electronics,Tablets,Asus,513.07,"Scott, Cox and White",0,2024-12-16
1298,Adidas Dresses Reduce,Clothing,Dresses,Adidas,354.13,Mccormick-Khan,1,2023-12-22
1299,Simon & Schuster Technology Method,Books,Technology,Simon & Schuster,364.3,Jones Inc,0,2023-10-03
1300,Puma Footwear Measure,Sports,Footwear,Puma,924.56,Singleton-Campbell,0,2023-10-01
1301,Zara Activewear Pm,Clothing,Activewear,Zara,363.67,"Anderson, Garcia and Roth",0,2024-09-13
1302,HP Cameras Both,Electronics,Cameras,HP,548.13,Hawkins-Jones,1,2023-08-26
1303,IKEA Furniture No,Home & Kitchen,Furniture,IKEA,937.18,Morales-Gutierrez,0,2024-04-30
1304,L'Oreal Makeup Either,Beauty,Makeup,L'Oreal,658.97,"Moore, Olson and Jones",0,2023-06-14
1305,Dove Personal Care Teach,Beauty,Personal Care,Dove,650.19,"Garza, Mueller and Graham",0,2024-09-06
1306,HarperCollins Non-fiction Guess,Books,Non-fiction,HarperCollins,576.93,"Benson, Thompson and Caldwell",0,2024-07-31
1307,Random House Fiction Word,Books,Fiction,Random House,334.75,"Andrews, Tucker and Vargas",1,2023-12-29
1308,Wayfair Cookware Gas,Home & Kitchen,Cookware,Wayfair,427.85,"Davis, Wallace and Parker",0,2023-11-15
1309,Adidas Nutrition Available,Sports,Nutrition,Adidas,869.27,"Rodriguez, Cervantes and Wise",1,2023-10-25
1310,Penguin Science Generation,Books,Science,Penguin,348.75,Newman-Brown,1,2023-06-22
1311,Wayfair Small Appliances Technology,Home & Kitchen,Small Appliances,Wayfair,612.78,Clay Ltd,0,2024-09-24
1312,Macmillan Children A,Books,Children,Macmillan,900.02,Guerrero Group,1,2024-02-20
1313,LG Cameras Film,Electronics,Cameras,LG,859.7,Gilbert-West,1,2023-06-12
1314,Levi's T-shirts Responsibility,Clothing,T-shirts,Levi's,944.35,Evans-Bauer,0,2024-06-14
1315,Nivea Fragrances Fly,Beauty,Fragrances,Nivea,409.82,Robbins-Herman,1,2023-03-14
1316,Lenovo Smartphones Pass,Electronics,Smartphones,Lenovo,613.22,Carr PLC,0,2023-11-13
1317,Macmillan Children Throw,Books,Children,Macmillan,370.25,Phelps Inc,0,2023-10-17
1318,HP Smartwatches Wear,Electronics,Smartwatches,HP,138.31,"Faulkner, Smith and Castro",1,2023-10-10
1319,Random House Business Break,Books,Business,Random House,96.17,Glenn-Young,0,2024-07-02
1320,Cuisinart Furniture Performance,Home & Kitchen,Furniture,Cuisinart,709.55,Garrett-Joseph,1,2023-11-15
1321,New Balance Footwear I,Sports,Footwear,New Balance,314.77,Gardner-Bates,0,2024-01-07
1322,Wayfair Cookware Chair,Home & Kitchen,Cookware,Wayfair,745.52,Peters LLC,1,2024-10-17
1323,Zara Dresses Key,Clothing,Dresses,Zara,350.72,Roberts Ltd,0,2023-04-11
1324,Apple Smartphones Center,Electronics,Smartphones,Apple,908.32,Jones Inc,1,2023-04-25
1325,MAC Personal Care Set,Beauty,Personal Care,MAC,585.64,Barrett-Proctor,1,2023-04-19
1326,Penguin Non-fiction Become,Books,Non-fiction,Penguin,522.53,May Group,0,2024-11-02
1327,Macmillan Fiction Lose,Books,Fiction,Macmillan,236.66,"Munoz, Simmons and White",1,2024-02-03
1328,KitchenAid Cookware Language,Home & Kitchen,Cookware,KitchenAid,991.68,"Wilkins, Cruz and Perez",0,2023-11-29
1329,Nivea Skincare Point,Beauty,Skincare,Nivea,424.56,Lane Ltd,0,2023-07-06
1330,Penguin Technology Seem,Books,Technology,Penguin,436.67,"Adams, House and Johnston",1,2023-01-29
1331,KitchenAid Small Appliances Always,Home & Kitchen,Small Appliances,KitchenAid,548.24,"Webb, Richardson and Carpenter",1,2024-06-23
1332,Simon & Schuster Children Base,Books,Children,Simon & Schuster,47.76,Cross PLC,0,2024-11-01
1333,Under Armour Sweaters Social,Clothing,Sweaters,Under Armour,97.36,Marshall-Miller,0,2024-11-25
1334,KitchenAid Storage Poor,Home & Kitchen,Storage,KitchenAid,893.69,Sanchez Ltd,1,2024-08-02
1335,Nivea Haircare Record,Beauty,Haircare,Nivea,893.99,"Miller, Schultz and Yates",0,2023-09-03
1336,Wayfair Furniture Position,Home & Kitchen,Furniture,Wayfair,937.74,Berger PLC,0,2024-08-30
1337,Dove Personal Care Activity,Beauty,Personal Care,Dove,487.31,Gibson-Escobar,0,2024-03-24
1338,KitchenAid Bedding Similar,Home & Kitchen,Bedding,KitchenAid,769.72,Fisher-Yu,1,2024-09-14
1339,Nike Activewear Financial,Clothing,Activewear,Nike,807.84,Jackson-Neal,0,2024-04-12
1340,Penguin Technology So,Books,Technology,Penguin,545.5,Acosta-Elliott,0,2023-02-20
1341,Asus Laptops Professional,Electronics,Laptops,Asus,284.46,Lane-Berry,0,2024-05-27
1342,LG Cameras Film,Electronics,Cameras,LG,345.24,"Weber, Mitchell and Miller",0,2024-01-31
1343,Simon & Schuster Technology Ball,Books,Technology,Simon & Schuster,553.05,King-Gilbert,0,2023-08-05
1344,Estee Lauder Haircare Toward,Beauty,Haircare,Estee Lauder,977.85,Smith-Rodriguez,0,2023-05-19
1345,Random House Non-fiction Where,Books,Non-fiction,Random House,347.57,"Stevenson, Hopkins and Wood",1,2023-05-20
1346,Nike Shoes Every,Clothing,Shoes,Nike,161.02,"Young, White and Rose",1,2023-01-29
1347,Asus Headphones Gun,Electronics,Headphones,Asus,110.84,Coffey PLC,0,2024-12-29
1348,Estee Lauder Personal Care Term,Beauty,Personal Care,Estee Lauder,45.01,Monroe Group,0,2024-08-24
1349,Wayfair Decor Identify,Home & Kitchen,Decor,Wayfair,361.25,Guerrero Ltd,0,2024-05-13
1350,HomeDepot Cookware Computer,Home & Kitchen,Cookware,HomeDepot,459.66,Lane LLC,0,2023-02-15
1351,Cuisinart Small Appliances Quality,Home & Kitchen,Small Appliances,Cuisinart,700.0,Campos-Wilson,1,2023-05-14
1352,Macmillan Non-fiction Majority,Books,Non-fiction,Macmillan,192.23,Alvarez-Alvarez,0,2024-08-10
1353,IKEA Storage Win,Home & Kitchen,Storage,IKEA,832.6,"Hall, Vega and Price",1,2023-07-26
1354,HarperCollins Fiction Check,Books,Fiction,HarperCollins,272.33,"Berg, Smith and Ho",0,2023-12-18
1355,Simon & Schuster Science Idea,Books,Science,Simon & Schuster,329.53,"Stewart, Moreno and Blanchard",0,2023-03-20
1356,Nivea Skincare Whose,Beauty,Skincare,Nivea,796.75,"Walsh, Blanchard and Reynolds",1,2024-12-17
1357,Adidas Activewear Reach,Clothing,Activewear,Adidas,37.31,Rogers-Adams,1,2023-03-21
1358,Puma Equipment Especially,Sports,Equipment,Puma,828.65,"Silva, Murray and Leonard",1,2023-07-10
1359,Nike Footwear Similar,Sports,Footwear,Nike,441.77,"Chapman, Lee and Rogers",1,2024-06-23
1360,Maybelline Skincare Couple,Beauty,Skincare,Maybelline,952.31,Kelley-Chambers,1,2024-10-10
1361,Wayfair Small Appliances Author,Home & Kitchen,Small Appliances,Wayfair,417.47,Jenkins PLC,0,2023-03-25
1362,Adidas Activewear Reveal,Clothing,Activewear,Adidas,694.55,Bell-Hardy,1,2023-07-18
1363,L'Oreal Fragrances Data,Beauty,Fragrances,L'Oreal,450.68,Johnson Inc,0,2023-02-17
1364,Dell Laptops Wrong,Electronics,Laptops,Dell,168.32,"Douglas, Houston and Sampson",1,2024-05-13
1365,Macmillan Business Campaign,Books,Business,Macmillan,201.12,"Rosario, Miller and Jacobs",0,2023-10-23
1366,Reebok Accessories Realize,Sports,Accessories,Reebok,781.26,"Knight, Coffey and Kemp",0,2024-06-27
1367,L'Oreal Haircare Create,Beauty,Haircare,L'Oreal,729.37,Phillips-Guerrero,1,2023-03-03
1368,Adidas T-shirts Purpose,Clothing,T-shirts,Adidas,713.39,Livingston-Hill,1,2023-12-01
1369,L'Oreal Skincare Role,Beauty,Skincare,L'Oreal,41.18,"Carrillo, Morris and Martin",1,2023-03-02
1370,Macmillan Business Factor,Books,Business,Macmillan,69.01,Reyes LLC,1,2023-02-19
1371,Macmillan Science Evening,Books,Science,Macmillan,442.03,Thompson-Jones,1,2024-12-25
1372,L'Oreal Makeup Deep,Beauty,Makeup,L'Oreal,503.75,"Long, Brewer and Rodriguez",1,2024-02-27
1373,HP Tablets Specific,Electronics,Tablets,HP,685.09,Robinson-Schneider,1,2024-12-12
1374,IKEA Small Appliances Letter,Home & Kitchen,Small Appliances,IKEA,422.41,"Green, Johnson and Jones",1,2024-07-22
1375,Maybelline Haircare Enough,Beauty,Haircare,Maybelline,602.69,Smith-Jimenez,1,2024-05-25
1376,New Balance Footwear Push,Sports,Footwear,New Balance,645.72,Fitzpatrick Ltd,1,2023-11-03
1377,Lenovo Headphones Exactly,Electronics,Headphones,Lenovo,941.81,Graves Group,1,2024-03-25
1378,Puma Nutrition About,Sports,Nutrition,Puma,640.46,"Zimmerman, Wise and Mendoza",0,2023-11-13
1379,Dell Cameras Three,Electronics,Cameras,Dell,575.49,"Norman, Floyd and Fernandez",1,2023-01-06
1380,Adidas T-shirts If,Clothing,T-shirts,Adidas,486.41,"Meyers, Olson and Bradley",1,2024-12-30
1381,Under Armour Nutrition Her,Sports,Nutrition,Under Armour,640.82,Maldonado-Morales,0,2024-05-09
1382,Maybelline Skincare Radio,Beauty,Skincare,Maybelline,628.38,Diaz LLC,0,2023-03-07
1383,IKEA Furniture Thought,Home & Kitchen,Furniture,IKEA,58.16,Hodges-Roberts,1,2023-06-10
1384,Ninja Storage Control,Home & Kitchen,Storage,Ninja,101.04,"Williams, Cruz and Lee",1,2024-06-27
1385,Dove Makeup In,Beauty,Makeup,Dove,492.88,Mccoy LLC,0,2024-01-16
1386,Uniqlo T-shirts Become,Clothing,T-shirts,Uniqlo,687.22,"Kim, Lopez and Johnson",1,2023-01-23
1387,Zara Sweaters Service,Clothing,Sweaters,Zara,714.17,"Allen, Price and Sparks",1,2024-05-17
1388,Random House Children Foot,Books,Children,Random House,174.33,Ferguson-Flowers,0,2023-12-18
1389,Penguin Science Admit,Books,Science,Penguin,120.04,Morgan LLC,0,2024-09-06
1390,Cuisinart Decor Set,Home & Kitchen,Decor,Cuisinart,497.83,Sullivan and Sons,0,2024-09-21
1391,H&M Jackets Ready,Clothing,Jackets,H&M,394.61,"Mills, Bentley and Berg",1,2024-02-24
1392,Adidas Equipment Church,Sports,Equipment,Adidas,851.62,"Riley, Buckley and Johnson",0,2023-04-23
1393,LG Gaming Consoles Middle,Electronics,Gaming Consoles,LG,646.42,"Smith, Meadows and Montgomery",1,2023-07-11
1394,New Balance Apparel Science,Sports,Apparel,New Balance,342.76,"Anderson, Jackson and Williams",0,2023-08-30
1395,HarperCollins Science Tend,Books,Science,HarperCollins,967.16,Bryant and Sons,0,2024-10-13
1396,H&M T-shirts Perhaps,Clothing,T-shirts,H&M,839.32,Meyers Inc,0,2023-04-02
1397,Samsung Headphones Modern,Electronics,Headphones,Samsung,817.64,"Lloyd, Walker and Brock",1,2023-12-01
1398,Sony Headphones Green,Electronics,Headphones,Sony,800.88,"Gregory, Nguyen and Daugherty",1,2024-03-26
1399,Puma Apparel Offer,Sports,Apparel,Puma,708.0,Morris and Sons,1,2024-08-19
1400,IKEA Furniture Answer,Home & Kitchen,Furniture,IKEA,951.3,"Thompson, Brown and Hill",0,2024-08-14
1401,Apple Laptops Just,Electronics,Laptops,Apple,967.06,Horton PLC,0,2023-05-12
1402,Puma Accessories Leg,Sports,Accessories,Puma,442.11,Frost Inc,1,2023-04-17
1403,Asus Smartwatches Black,Electronics,Smartwatches,Asus,921.02,"Salazar, Strickland and Smith",0,2024-01-17
1404,Adidas Apparel Be,Sports,Apparel,Adidas,652.69,Smith Inc,1,2024-07-05
1405,Wayfair Cookware Reach,Home & Kitchen,Cookware,Wayfair,60.97,"Eaton, Butler and Aguirre",1,2024-08-26
1406,Uniqlo Activewear Maybe,Clothing,Activewear,Uniqlo,614.54,"Martinez, Thomas and Nelson",1,2023-12-19
1407,Dove Haircare Its,Beauty,Haircare,Dove,683.59,Hurley PLC,0,2024-06-24
1408,Puma Equipment Always,Sports,Equipment,Puma,394.52,"White, Porter and Clements",1,2024-05-05
1409,Nivea Makeup The,Beauty,Makeup,Nivea,728.86,Bailey-Smith,0,2023-07-06
1410,KitchenAid Cookware Dark,Home & Kitchen,Cookware,KitchenAid,381.92,Downs Inc,1,2024-04-28
1411,Cuisinart Bedding High,Home & Kitchen,Bedding,Cuisinart,882.3,"Romero, Marshall and Sims",0,2023-06-14
1412,KitchenAid Storage Factor,Home & Kitchen,Storage,KitchenAid,618.02,Lee and Sons,1,2024-06-19
1413,Sony Headphones Three,Electronics,Headphones,Sony,926.32,Jimenez-Moore,1,2024-12-20
1414,Cuisinart Storage Animal,Home & Kitchen,Storage,Cuisinart,452.06,Newman LLC,1,2023-06-15
1415,New Balance Footwear Learn,Sports,Footwear,New Balance,924.11,Cook-Trujillo,0,2024-08-15
1416,Dell Smartwatches Long,Electronics,Smartwatches,Dell,955.53,Garcia Inc,0,2024-12-22
1417,Macmillan Children Note,Books,Children,Macmillan,218.23,Moore Inc,1,2024-01-15
1418,Samsung Smartwatches Myself,Electronics,Smartwatches,Samsung,582.39,Jones and Sons,1,2024-07-17
1419,LG Smartphones Light,Electronics,Smartphones,LG,343.49,"Riley, Barnes and Burgess",1,2024-12-01
1420,Penguin Business Gas,Books,Business,Penguin,268.4,Maxwell LLC,0,2023-06-29
1421,Lenovo Headphones Billion,Electronics,Headphones,Lenovo,857.7,Rojas and Sons,0,2023-10-22
1422,KitchenAid Storage Vote,Home & Kitchen,Storage,KitchenAid,500.8,Jones PLC,1,2024-01-15
1423,Lenovo Gaming Consoles Arm,Electronics,Gaming Consoles,Lenovo,832.31,Thomas-Reilly,1,2023-12-23
1424,LG Gaming Consoles Could,Electronics,Gaming Consoles,LG,45.47,Brooks-Ellis,1,2023-06-03
1425,Macmillan Fiction Project,Books,Fiction,Macmillan,453.69,Cantrell-Harris,1,2023-04-12
1426,HomeDepot Small Appliances Almost,Home & Kitchen,Small Appliances,HomeDepot,952.46,"Carroll, Ramirez and Rodriguez",0,2023-12-31
1427,Nike Footwear Low,Sports,Footwear,Nike,876.32,Jackson-Cooper,0,2024-11-22
1428,HomeDepot Small Appliances Find,Home & Kitchen,Small Appliances,HomeDepot,351.54,"Moore, Norton and Cisneros",1,2024-12-07
1429,Asus Headphones Conference,Electronics,Headphones,Asus,830.18,"Cordova, Wyatt and Miller",1,2024-10-30
1430,Adidas Equipment Nearly,Sports,Equipment,Adidas,669.61,Atkins-Robinson,1,2024-01-06
1431,IKEA Decor Third,Home & Kitchen,Decor,IKEA,918.53,Ramirez-Blair,1,2024-07-28
1432,KitchenAid Bedding Turn,Home & Kitchen,Bedding,KitchenAid,107.78,Wright Group,1,2024-03-29
1433,Under Armour Dresses Doctor,Clothing,Dresses,Under Armour,284.18,"Shah, Mcintyre and Villanueva",1,2023-11-24
1434,Penguin Non-fiction Another,Books,Non-fiction,Penguin,766.37,Esparza Ltd,0,2024-08-22
1435,Reebok Equipment Mother,Sports,Equipment,Reebok,741.96,Simmons Group,1,2024-01-11
1436,HomeDepot Bedding Take,Home & Kitchen,Bedding,HomeDepot,215.43,"Nicholson, Chavez and Allen",1,2024-03-12
1437,Nike Apparel Some,Sports,Apparel,Nike,988.15,Steele Group,0,2023-06-22
1438,Adidas Activewear Cause,Clothing,Activewear,Adidas,282.62,Phillips-Holland,1,2023-03-15
1439,Nivea Personal Care Admit,Beauty,Personal Care,Nivea,659.21,Caldwell-Martin,0,2023-12-26
1440,Reebok Accessories Toward,Sports,Accessories,Reebok,312.79,"Burgess, Johnson and Gibson",0,2024-08-25
1441,Lenovo Tablets Certainly,Electronics,Tablets,Lenovo,131.73,"Sullivan, Clarke and Wood",0,2023-12-30
1442,MAC Personal Care Score,Beauty,Personal Care,MAC,953.41,"Smith, Burton and Cruz",0,2024-06-23
1443,Dove Makeup Go,Beauty,Makeup,Dove,141.03,"Johnson, Simmons and Nelson",0,2024-04-23
1444,Adidas Activewear Occur,Clothing,Activewear,Adidas,82.81,"Norton, French and Miller",1,2024-11-18
1445,Levi's Jackets Government,Clothing,Jackets,Levi's,905.35,"Randolph, Robertson and Kent",1,2023-10-13
1446,Reebok Footwear View,Sports,Footwear,Reebok,595.72,Rodriguez LLC,1,2023-12-31
1447,Reebok Footwear Present,Sports,Footwear,Reebok,36.72,Diaz and Sons,1,2024-05-21
1448,New Balance Equipment Operation,Sports,Equipment,New Balance,485.66,"Jones, Fletcher and Harris",1,2023-09-21
1449,Maybelline Personal Care Edge,Beauty,Personal Care,Maybelline,336.22,"Wilson, Mendoza and Crosby",0,2024-03-29
1450,Uniqlo Shoes Try,Clothing,Shoes,Uniqlo,453.95,"Clark, Mcgee and Perez",1,2023-10-04
1451,Sony Smartphones Water,Electronics,Smartphones,Sony,94.41,Gordon-Henderson,0,2023-02-15
1452,Puma Nutrition At,Sports,Nutrition,Puma,92.86,Reed-Tucker,1,2024-02-17
1453,HomeDepot Cookware Themselves,Home & Kitchen,Cookware,HomeDepot,569.9,Harrison PLC,0,2024-06-13
1454,Sony Tablets That,Electronics,Tablets,Sony,828.54,"Lam, Hayes and Richardson",1,2024-06-09
1455,IKEA Decor Young,Home & Kitchen,Decor,IKEA,220.19,"Lamb, Everett and Jones",1,2024-11-26
1456,Dell Laptops Usually,Electronics,Laptops,Dell,752.31,Miller-Myers,1,2023-05-22
1457,Wayfair Storage Fight,Home & Kitchen,Storage,Wayfair,491.93,Rodriguez LLC,1,2023-04-01
1458,Macmillan Non-fiction Same,Books,Non-fiction,Macmillan,841.87,Crawford and Sons,0,2024-02-12
1459,Reebok Apparel Product,Sports,Apparel,Reebok,283.2,Carter Ltd,1,2024-02-28
1460,Penguin Technology Work,Books,Technology,Penguin,242.26,Wells Group,1,2023-12-14
1461,Uniqlo Dresses Sing,Clothing,Dresses,Uniqlo,25.86,"Smith, Lopez and Johnson",0,2024-09-17
1462,Macmillan Science Each,Books,Science,Macmillan,814.63,"Newman, Jenkins and Cooper",1,2024-05-19
